adapter_name,adapter_sku,adapter_brand,stroller_brand,stroller_models_named,car_seat_brands_named,car_seat_models_named,adapter_status,adapter_generation,adapter_revision,provider,catalog_product_id,babylist_url,amazon_url,other_retailer_url,exact_product_link,price,image_available,compatibility_rows_using_adapter,hard_coded_rule_source,inferred_from_title,duplicate_group,current_or_legacy,notes
Uppababy - Minu Infant Car Seat Adapter For Maxi-Cosi/Nuna/Cybex,,UPPAbaby,,,,,SOLD_SEPARATELY,,,shopify_macrobaby,cmqx4jz0p00a33a8uoesvc4c9,,,https://www.macrobaby.com/products/uppababy-minu-infant-car-seat-adapter-for-maxi-cosi-nuna-cybex?_j=taylormadebabyco.com,https://www.macrobaby.com/products/uppababy-minu-infant-car-seat-adapter-for-maxi-cosi-nuna-cybex?_j=taylormadebabyco.com,54.99,yes,0,,yes,,current,productType=stroller adapter; active=t
UPPAbaby Minu V3 Car Seat Adapters (Maxi-Cosi / Nuna / Clek),,UPPAbaby,,,,,SOLD_SEPARATELY,V3,,babylist_impact,cmqpib7wi09pudqwrdkx00u19,https://babylist.pxf.io/c/6560395/1056628/13580?u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fuppababy-minu-v3-car-seat-adapters-for-maxi-cosi-nuna-and-clek%2F70618%2F2351354&partnerpropertyid=7490466,,https://babylist.pxf.io/c/6560395/1056628/13580?u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fuppababy-minu-v3-car-seat-adapters-for-maxi-cosi-nuna-and-clek%2F70618%2F2351354&partnerpropertyid=7490466,https://babylist.pxf.io/c/6560395/1056628/13580?u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fuppababy-minu-v3-car-seat-adapters-for-maxi-cosi-nuna-and-clek%2F70618%2F2351354&partnerpropertyid=7490466,69.99,yes,0,,yes,,current,productType=car seat adapter; active=t
"UPPAbaby Minu V3 Stroller, Mesa V3 & Car Seat Adapters",,UPPAbaby,,,,,SOLD_SEPARATELY,V3,,babylist_impact,cmqpib9q209qfdqwrhc5mg7j9,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=3138564&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fuppababy-minu-v3-stroller-mesa-v3-car-seat-adapters%2F81552%2F3138564&intsrc=CATF_8981,,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=3138564&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fuppababy-minu-v3-stroller-mesa-v3-car-seat-adapters%2F81552%2F3138564&intsrc=CATF_8981,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=3138564&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fuppababy-minu-v3-stroller-mesa-v3-car-seat-adapters%2F81552%2F3138564&intsrc=CATF_8981,889.97,yes,0,,yes,,current,productType=stroller adapter; active=t
"UPPAbaby Minu V3 Stroller, Mesa V3 & Car Seat Adapters in Evelyn",,UPPAbaby,,,,,SOLD_SEPARATELY,V3,,babylist_impact,cmqpib9zq09qidqwrfem9rhie,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=3138568&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fuppababy-minu-v3-stroller-mesa-v3-car-seat-adapters%2F81552%2F3138568&intsrc=CATF_8981,,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=3138568&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fuppababy-minu-v3-stroller-mesa-v3-car-seat-adapters%2F81552%2F3138568&intsrc=CATF_8981,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=3138568&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fuppababy-minu-v3-stroller-mesa-v3-car-seat-adapters%2F81552%2F3138568&intsrc=CATF_8981,889.97,yes,0,,yes,,current,productType=stroller adapter; active=t
"UPPAbaby Minu V3 Stroller, Mesa V3 & Car Seat Adapters in Greyson",,UPPAbaby,,,,,SOLD_SEPARATELY,V3,,babylist_impact,cmqpiba9109qldqwrc3uc1d3z,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=3138574&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fuppababy-minu-v3-stroller-mesa-v3-car-seat-adapters%2F81552%2F3138574&intsrc=CATF_8981,,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=3138574&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fuppababy-minu-v3-stroller-mesa-v3-car-seat-adapters%2F81552%2F3138574&intsrc=CATF_8981,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=3138574&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fuppababy-minu-v3-stroller-mesa-v3-car-seat-adapters%2F81552%2F3138574&intsrc=CATF_8981,889.97,yes,0,,yes,,current,productType=stroller adapter; active=t
"UPPAbaby Minu V3 Stroller, Mesa V3 & Car Seat Adapters in Savannah",,UPPAbaby,,,,,SOLD_SEPARATELY,V3,,babylist_impact,cmqpibai909qodqwrcy9ej58b,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=3138577&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fuppababy-minu-v3-stroller-mesa-v3-car-seat-adapters%2F81552%2F3138577&intsrc=CATF_8981,,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=3138577&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fuppababy-minu-v3-stroller-mesa-v3-car-seat-adapters%2F81552%2F3138577&intsrc=CATF_8981,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=3138577&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fuppababy-minu-v3-stroller-mesa-v3-car-seat-adapters%2F81552%2F3138577&intsrc=CATF_8981,889.97,yes,0,,yes,,current,productType=stroller adapter; active=t
UPPAbaby Upper Adapters,,UPPAbaby,,,,,SOLD_SEPARATELY,,,babylist_impact,cmqpibom309v6dqwrr9od15vq,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=44789&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fuppababy-upper-adapters%2F24442%2F44789&intsrc=CATF_8981,,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=44789&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fuppababy-upper-adapters%2F24442%2F44789&intsrc=CATF_8981,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=44789&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fuppababy-upper-adapters%2F24442%2F44789&intsrc=CATF_8981,39.99,yes,0,,yes,,current,productType=stroller adapter; active=t
UPPAbaby Upper Adapters for Cruz V2,,UPPAbaby,,,,,SOLD_SEPARATELY,V2,,babylist_impact,cmqpibovu09v9dqwr0fswss6m,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=2074020&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fuppababy-upper-adapters-for-cruz-v2%2F55566%2F2074020&intsrc=CATF_8981,,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=2074020&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fuppababy-upper-adapters-for-cruz-v2%2F55566%2F2074020&intsrc=CATF_8981,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=2074020&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fuppababy-upper-adapters-for-cruz-v2%2F55566%2F2074020&intsrc=CATF_8981,34.99,yes,5,,yes,,current,productType=stroller adapter; active=t
UPPAbaby Vista & Cruz Car Seat Adapters (Maxi-Cosi / Nuna / Cybex) - Vista V2 / Vista V3 / Cruz V2 / Cruz V3,,UPPAbaby,,,,,SOLD_SEPARATELY,V2,,babylist_impact,cmqpibp5009vcdqwrx6ox7laa,https://babylist.pxf.io/c/6560395/1056628/13580?u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fuppababy-vista-cruz-car-seat-adapters-for-maxi-cosi-nuna-and-cybex%2F24444%2F1052650&partnerpropertyid=7490466,,https://babylist.pxf.io/c/6560395/1056628/13580?u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fuppababy-vista-cruz-car-seat-adapters-for-maxi-cosi-nuna-and-cybex%2F24444%2F1052650&partnerpropertyid=7490466,https://babylist.pxf.io/c/6560395/1056628/13580?u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fuppababy-vista-cruz-car-seat-adapters-for-maxi-cosi-nuna-and-cybex%2F24444%2F1052650&partnerpropertyid=7490466,49.99,yes,0,,yes,,current,productType=car seat adapter; active=t
UPPAbaby Vista Lower Adapters,,UPPAbaby,,,,,SOLD_SEPARATELY,,,babylist_impact,cmqpibped09vfdqwr8h387jzw,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=1878758&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fuppababy-vista-lower-adapters%2F24443%2F1878758&intsrc=CATF_8981,,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=1878758&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fuppababy-vista-lower-adapters%2F24443%2F1878758&intsrc=CATF_8981,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=1878758&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fuppababy-vista-lower-adapters%2F24443%2F1878758&intsrc=CATF_8981,39.99,yes,0,,yes,,current,productType=stroller adapter; active=t
"UPPABaby Vista Lower Infant Car Seat Adapter For Nuna, Cybex, And Maxi-Cosi",,UPPAbaby,,,,,SOLD_SEPARATELY,,,shopify_macrobaby,cmqx4ksld00j93a8upep0s8wy,,,https://www.macrobaby.com/products/uppababy-vista-lower-infant-car-seat-adapter-for-nuna-cybex-and-maxi-cosi?_j=taylormadebabyco.com,https://www.macrobaby.com/products/uppababy-vista-lower-infant-car-seat-adapter-for-nuna-cybex-and-maxi-cosi?_j=taylormadebabyco.com,49.99,yes,0,,yes,,current,productType=stroller adapter; active=t
Uppababy - Vista Upper Adapter,,UPPAbaby,,,,,SOLD_SEPARATELY,,,shopify_macrobaby,cmqx4ko7u00hx3a8unc2ejwrn,,,https://www.macrobaby.com/products/uppababy-vista-upper-adapter?_j=taylormadebabyco.com,https://www.macrobaby.com/products/uppababy-vista-upper-adapter?_j=taylormadebabyco.com,39.99,yes,0,,yes,,current,productType=stroller adapter; active=t
"""UPPAbaby Vista V3 Stroller, RumbleSeat V3 & Upper Adapters in Callum Size 16.3"""" x 25.7"""" x 33.8""""""",,UPPAbaby,,,,,SOLD_SEPARATELY,V3,,babylist_impact,cmqpibw0d09xidqwrl5z9rw34,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=3133850&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fuppababy-vista-v3-stroller-rumbleseat-v3-upper-adapters%2F81549%2F3133850&intsrc=CATF_8981,,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=3133850&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fuppababy-vista-v3-stroller-rumbleseat-v3-upper-adapters%2F81549%2F3133850&intsrc=CATF_8981,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=3133850&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fuppababy-vista-v3-stroller-rumbleseat-v3-upper-adapters%2F81549%2F3133850&intsrc=CATF_8981,1339.97,yes,0,,yes,,current,productType=stroller adapter; active=t
"""UPPAbaby Vista V3 Stroller, RumbleSeat V3 & Upper Adapters in Greyson Size 16.3"""" x 25.7"""" x 33.8""""""",,UPPAbaby,,,,,SOLD_SEPARATELY,V3,,babylist_impact,cmqpibwj909xodqwr7toj24a4,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=3133854&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fuppababy-vista-v3-stroller-rumbleseat-v3-upper-adapters%2F81549%2F3133854&intsrc=CATF_8981,,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=3133854&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fuppababy-vista-v3-stroller-rumbleseat-v3-upper-adapters%2F81549%2F3133854&intsrc=CATF_8981,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=3133854&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fuppababy-vista-v3-stroller-rumbleseat-v3-upper-adapters%2F81549%2F3133854&intsrc=CATF_8981,1339.97,yes,0,,yes,,current,productType=stroller adapter; active=t
"""UPPAbaby Vista V3 Stroller, RumbleSeat V3 & Upper Adapters in Kenzi Size 16.3"""" x 25.7"""" x 33.8""""""",,UPPAbaby,,,,,SOLD_SEPARATELY,V3,,babylist_impact,cmqpibw9s09xldqwreukn24bn,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=3133860&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fuppababy-vista-v3-stroller-rumbleseat-v3-upper-adapters%2F81549%2F3133860&intsrc=CATF_8981,,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=3133860&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fuppababy-vista-v3-stroller-rumbleseat-v3-upper-adapters%2F81549%2F3133860&intsrc=CATF_8981,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=3133860&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fuppababy-vista-v3-stroller-rumbleseat-v3-upper-adapters%2F81549%2F3133860&intsrc=CATF_8981,1239.97,yes,0,,yes,,current,productType=stroller adapter; active=t
"""UPPAbaby Vista V3 Stroller, RumbleSeat V3 & Upper Adapters in Owen Size 16.3"""" x 25.7"""" x 33.8""""""",,UPPAbaby,,,,,SOLD_SEPARATELY,V3,,babylist_impact,cmqpibwsl09xrdqwr8el06yrh,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=3133863&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fuppababy-vista-v3-stroller-rumbleseat-v3-upper-adapters%2F81549%2F3133863&intsrc=CATF_8981,,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=3133863&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fuppababy-vista-v3-stroller-rumbleseat-v3-upper-adapters%2F81549%2F3133863&intsrc=CATF_8981,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=3133863&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fuppababy-vista-v3-stroller-rumbleseat-v3-upper-adapters%2F81549%2F3133863&intsrc=CATF_8981,1339.97,yes,0,,yes,,current,productType=stroller adapter; active=t
"""UPPAbaby Vista V3 Stroller, RumbleSeat V3 & Upper Adapters Size 16.3"""" x 25.7"""" x 33.8""""""",,UPPAbaby,,,,,SOLD_SEPARATELY,V3,,babylist_impact,cmqpibvhh09xcdqwr4vnn98nm,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=3133845&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fuppababy-vista-v3-stroller-rumbleseat-v3-upper-adapters%2F81549%2F3133845&intsrc=CATF_8981,,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=3133845&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fuppababy-vista-v3-stroller-rumbleseat-v3-upper-adapters%2F81549%2F3133845&intsrc=CATF_8981,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=3133845&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fuppababy-vista-v3-stroller-rumbleseat-v3-upper-adapters%2F81549%2F3133845&intsrc=CATF_8981,1339.97,yes,0,,yes,,current,productType=stroller adapter; active=t
Veer Cruiser Infant Car Seat Adapter - Britax,,Veer,,,,,SOLD_SEPARATELY,,,awin_anbbaby,cmqu9eg8r003c6bye0ytqqnfy,,,https://www.awin1.com/cread.php?awinmid=75150&awinaffid=2588613&ued=https%3A%2F%2Fwww.anbbaby.com%2Fproducts%2Fveer-cruiser-infant-car-seat-adapter%3Fvariant%3D39314573164630,https://www.awin1.com/cread.php?awinmid=75150&awinaffid=2588613&ued=https%3A%2F%2Fwww.anbbaby.com%2Fproducts%2Fveer-cruiser-infant-car-seat-adapter%3Fvariant%3D39314573164630,79,yes,21,,yes,,current,productType=stroller adapter; active=t
Veer Cruiser Infant Car Seat Adapter - Chicco,,Veer,,,,,SOLD_SEPARATELY,,,awin_anbbaby,cmqu9eguj003i6byeauxz967r,,,https://www.awin1.com/cread.php?awinmid=75150&awinaffid=2588613&ued=https%3A%2F%2Fwww.anbbaby.com%2Fproducts%2Fveer-cruiser-infant-car-seat-adapter%3Fvariant%3D39314573230166,https://www.awin1.com/cread.php?awinmid=75150&awinaffid=2588613&ued=https%3A%2F%2Fwww.anbbaby.com%2Fproducts%2Fveer-cruiser-infant-car-seat-adapter%3Fvariant%3D39314573230166,79,yes,0,,yes,,current,productType=stroller adapter; active=t
Veer - Cruiser Infant Car Seat Adapter (Cybex/Maxi-Cosi/Nuna),,Veer,,,,,SOLD_SEPARATELY,,,shopify_macrobaby,cmqx4ktny00jl3a8unzb7i2da,,,https://www.macrobaby.com/products/veer-cruiser-infant-car-seat-adapter-for-cybex-maxi-cosi-doona?_j=taylormadebabyco.com,https://www.macrobaby.com/products/veer-cruiser-infant-car-seat-adapter-for-cybex-maxi-cosi-doona?_j=taylormadebabyco.com,79.99,yes,0,,yes,DUP,current,productType=stroller adapter; active=t
Veer Cruiser Infant Car Seat Adapter - Cybex / Maxi-Cosi / Nuna,,Veer,,,,,SOLD_SEPARATELY,,,awin_anbbaby,cmqu9egkq003f6byecilkvvl5,,,https://www.awin1.com/cread.php?awinmid=75150&awinaffid=2588613&ued=https%3A%2F%2Fwww.anbbaby.com%2Fproducts%2Fveer-cruiser-infant-car-seat-adapter%3Fvariant%3D39314573197398,https://www.awin1.com/cread.php?awinmid=75150&awinaffid=2588613&ued=https%3A%2F%2Fwww.anbbaby.com%2Fproducts%2Fveer-cruiser-infant-car-seat-adapter%3Fvariant%3D39314573197398,79,yes,0,,yes,DUP,current,productType=stroller adapter; active=t
Veer Cruiser Infant Car Seat Adapter - Graco,,Veer,,,,,SOLD_SEPARATELY,,,awin_anbbaby,cmqu9efwt00396byen4kyujy2,,,https://www.awin1.com/cread.php?awinmid=75150&awinaffid=2588613&ued=https%3A%2F%2Fwww.anbbaby.com%2Fproducts%2Fveer-cruiser-infant-car-seat-adapter%3Fvariant%3D39314573131862,https://www.awin1.com/cread.php?awinmid=75150&awinaffid=2588613&ued=https%3A%2F%2Fwww.anbbaby.com%2Fproducts%2Fveer-cruiser-infant-car-seat-adapter%3Fvariant%3D39314573131862,79,yes,0,,yes,,current,productType=stroller adapter; active=t
Veer Cruiser Infant Car Seat Adapter - Peg Perego,,Veer,,,,,SOLD_SEPARATELY,,,awin_anbbaby,cmqu9ehg8003o6byef9kr4rs7,,,https://www.awin1.com/cread.php?awinmid=75150&awinaffid=2588613&ued=https%3A%2F%2Fwww.anbbaby.com%2Fproducts%2Fveer-cruiser-infant-car-seat-adapter%3Fvariant%3D39314573295702,https://www.awin1.com/cread.php?awinmid=75150&awinaffid=2588613&ued=https%3A%2F%2Fwww.anbbaby.com%2Fproducts%2Fveer-cruiser-infant-car-seat-adapter%3Fvariant%3D39314573295702,79,yes,0,,yes,,current,productType=stroller adapter; active=t
Veer Cruiser Infant Car Seat Adapter - Uppababy,,Veer,,,,,SOLD_SEPARATELY,,,awin_anbbaby,cmqu9eh42003l6byeo88dck9e,,,https://www.awin1.com/cread.php?awinmid=75150&awinaffid=2588613&ued=https%3A%2F%2Fwww.anbbaby.com%2Fproducts%2Fveer-cruiser-infant-car-seat-adapter%3Fvariant%3D39314573262934,https://www.awin1.com/cread.php?awinmid=75150&awinaffid=2588613&ued=https%3A%2F%2Fwww.anbbaby.com%2Fproducts%2Fveer-cruiser-infant-car-seat-adapter%3Fvariant%3D39314573262934,79,yes,0,,yes,,current,productType=stroller adapter; active=t
Veer - Cruiser XL Infant Car Seat Adapter (Cybex/Nuna/Maxi-Cosi),,Veer,,,,,SOLD_SEPARATELY,,,shopify_macrobaby,cmqx4jxz7009r3a8ue1zgnvfp,,,https://www.macrobaby.com/products/veer-cruiser-xl-infant-car-seat-adapter-compatible-with-cybex-nuna-maxi-cosi?_j=taylormadebabyco.com,https://www.macrobaby.com/products/veer-cruiser-xl-infant-car-seat-adapter-compatible-with-cybex-nuna-maxi-cosi?_j=taylormadebabyco.com,79.99,yes,0,,yes,,current,productType=stroller adapter; active=t
Veer Infant Car Seat Adapter for Cruiser Wagon Size Cybex/Maxi-Cosi/Nuna,,Veer,,,,,SOLD_SEPARATELY,,,babylist_impact,cmqpic9f90a1rdqwrede3uw0y,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=69396&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fveer-infant-car-seat-adapter-for-veer-cruiser-wagon%2F16069%2F69396&intsrc=CATF_8981,,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=69396&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fveer-infant-car-seat-adapter-for-veer-cruiser-wagon%2F16069%2F69396&intsrc=CATF_8981,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=69396&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fveer-infant-car-seat-adapter-for-veer-cruiser-wagon%2F16069%2F69396&intsrc=CATF_8981,79,yes,84,,yes,,current,productType=infant car seat adapter; active=t
Veer Infant Car Seat Adapter for Veer Cruiser Wagon (UPPAbaby),,Veer,,,,,SOLD_SEPARATELY,,,babylist_impact,cmqpic95x0a1odqwroph4vebz,https://babylist.pxf.io/c/6560395/1056628/13580?u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fveer-infant-car-seat-adapter-for-veer-cruiser-wagon%2F16069%2F307614&partnerpropertyid=7490466,,https://babylist.pxf.io/c/6560395/1056628/13580?u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fveer-infant-car-seat-adapter-for-veer-cruiser-wagon%2F16069%2F307614&partnerpropertyid=7490466,https://babylist.pxf.io/c/6560395/1056628/13580?u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fveer-infant-car-seat-adapter-for-veer-cruiser-wagon%2F16069%2F307614&partnerpropertyid=7490466,69,yes,0,,yes,,current,productType=car seat adapter; active=t
Veer Switchback Infant Car Seat Adapter for &Roll / &Jog (Cybex / Nuna / Maxi-Cosi),,Veer,,,,,SOLD_SEPARATELY,,,babylist_impact,cmqpicews0a3idqwra0pmmtnb,https://babylist.pxf.io/c/6560395/1056628/13580?u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fveer-switchback-infant-car-seat-adapter%2F26605%2F1267188&partnerpropertyid=7490466,,https://babylist.pxf.io/c/6560395/1056628/13580?u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fveer-switchback-infant-car-seat-adapter%2F26605%2F1267188&partnerpropertyid=7490466,https://babylist.pxf.io/c/6560395/1056628/13580?u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fveer-switchback-infant-car-seat-adapter%2F26605%2F1267188&partnerpropertyid=7490466,59,yes,0,,yes,,current,productType=car seat adapter; active=t
Veer Switchback Infant Car Seat Adapter for &Roll / &Jog (Graco),,Veer,,,,,SOLD_SEPARATELY,,,babylist_impact,cmqpiceni0a3fdqwrz6vdu97k,https://babylist.pxf.io/c/6560395/1056628/13580?u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fveer-switchback-infant-car-seat-adapter%2F26605%2F1267187&partnerpropertyid=7490466,,https://babylist.pxf.io/c/6560395/1056628/13580?u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fveer-switchback-infant-car-seat-adapter%2F26605%2F1267187&partnerpropertyid=7490466,https://babylist.pxf.io/c/6560395/1056628/13580?u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fveer-switchback-infant-car-seat-adapter%2F26605%2F1267187&partnerpropertyid=7490466,59,yes,0,,yes,,current,productType=car seat adapter; active=t
Veer Switchback Infant Car Seat Adapter for &Roll / &Jog (UPPAbaby),,Veer,,,,,SOLD_SEPARATELY,,,babylist_impact,cmqpicf6e0a3ldqwr9slt752c,https://babylist.pxf.io/c/6560395/1056628/13580?u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fveer-switchback-infant-car-seat-adapter%2F26605%2F1267189&partnerpropertyid=7490466,,https://babylist.pxf.io/c/6560395/1056628/13580?u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fveer-switchback-infant-car-seat-adapter%2F26605%2F1267189&partnerpropertyid=7490466,https://babylist.pxf.io/c/6560395/1056628/13580?u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fveer-switchback-infant-car-seat-adapter%2F26605%2F1267189&partnerpropertyid=7490466,59,yes,0,,yes,,current,productType=car seat adapter; active=t
Veer Switchback Infant Car Seat Adapter in Britax,,Veer,,,,,SOLD_SEPARATELY,,,babylist_impact,cmqpice4h0a39dqwrt95xsvec,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=1267185&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fveer-switchback-infant-car-seat-adapter%2F26605%2F1267185&intsrc=CATF_8981,,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=1267185&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fveer-switchback-infant-car-seat-adapter%2F26605%2F1267185&intsrc=CATF_8981,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=1267185&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fveer-switchback-infant-car-seat-adapter%2F26605%2F1267185&intsrc=CATF_8981,59,yes,0,,yes,,current,productType=infant car seat adapter; active=t
Veer Switchback Second Seat Adapter Kit,,Veer,,,,,SOLD_SEPARATELY,Second,,babylist_impact,cmqpicfrj0a3rdqwr1nxqqkqz,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=1267190&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fveer-switchback-second-seat-adapter-kit%2F26606%2F1267190&intsrc=CATF_8981,,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=1267190&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fveer-switchback-second-seat-adapter-kit%2F26606%2F1267190&intsrc=CATF_8981,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=1267190&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fveer-switchback-second-seat-adapter-kit%2F26606%2F1267190&intsrc=CATF_8981,69,yes,0,,yes,,current,productType=stroller adapter; active=t
Wonderfold - W2 Car Seat Adapter Graco,,WonderFold,,,,,SOLD_SEPARATELY,,,shopify_macrobaby,cmqx6m6mb002o3ld4xqscwxlx,,,https://www.macrobaby.com/products/wonderfold-w2-car-seat-adapter-graco?_j=taylormadebabyco.com,https://www.macrobaby.com/products/wonderfold-w2-car-seat-adapter-graco?_j=taylormadebabyco.com,94.99,yes,0,,yes,,current,productType=stroller adapter; active=t
Wonderfold - W4 Series Car Seat Adapter Graco,,WonderFold,,,,,SOLD_SEPARATELY,,,shopify_macrobaby,cmqx6m5iz002f3ld4axngumss,,,https://www.macrobaby.com/products/wonderfold-w4-series-car-seat-adapter-graco?_j=taylormadebabyco.com,https://www.macrobaby.com/products/wonderfold-w4-series-car-seat-adapter-graco?_j=taylormadebabyco.com,99.99,yes,0,,yes,,current,productType=stroller adapter; active=t
Wonderfold - W4 Series Car Seat Adapter (Opposite Bench),,WonderFold,,,,,SOLD_SEPARATELY,,,shopify_macrobaby,cmqx6liuz001c3ld4krdhu97m,,,https://www.macrobaby.com/products/wonderfold-w4-series-car-seat-adapter?_j=taylormadebabyco.com,https://www.macrobaby.com/products/wonderfold-w4-series-car-seat-adapter?_j=taylormadebabyco.com,99.99,yes,0,,yes,,current,productType=stroller adapter; active=t
