id,provider,brand,title,canonicalBrand,canonicalName,tmbcCategory,productType,review_status,needs_review,active_in_feed,retailer,itemGroupId,price,productUrl
cmqphxmog05fxdqwr529hihye,babylist_impact,DFY,DFY R1 Stroller in Grey/Gunmetal,DFY,DFY R1 Stroller in Grey/Gunmetal,Strollers,full-size stroller,AUTO_CATEGORIZED,f,t,Babylist,74206,650,https://www.babylist.com/gp/dfy-r1-stroller/74206/2473739
cmqsngviu02jurfr6xajsor46,impact_goodbuygear,Dream,"Dream On Me Coast Rider Travel Stroller, Pink",Dream,On Me Coast Rider Travel,Strollers,travel stroller,AUTO_CATEGORIZED,f,t,GoodBuyGear,,70.99,
cmr6sg0pz005x4ubxsmfp5zay,impact_goodbuygear,Dream,"Dream On Me Rover Convenience Baby Stroller, Black",Dream,On Me Rover Convenience Baby,Strollers,full-size stroller,AUTO_CATEGORIZED,f,t,GoodBuyGear,,29.99,
cmqsnc94k0150rfr677kv1q3i,impact_goodbuygear,Dream,"Dream On Me Twin Venture Umbrella Stroller, 2025, Red",Dream,On Me Twin Venture Umbrella,Strollers,umbrella stroller,AUTO_CATEGORIZED,f,t,GoodBuyGear,,74.99,
cmqx4kzjd00lf3a8udo4gnwvb,shopify_macrobaby,Ergobaby,"Ergobaby Metro 3 Deluxe Baby Stroller, Willow Green",Ergobaby,Metro 3 Deluxe Baby,Strollers,travel stroller,AUTO_CATEGORIZED,f,t,MacroBaby,7609149292603,499,https://www.macrobaby.com/products/ergobaby-metro-3-deluxe-baby-stroller-willow-green?_j=taylormadebabyco.com
cmqx4kosf00i33a8u7p2sufx1,shopify_macrobaby,Ergobaby,"Ergobaby Metro 3 Travel Stroller, Onyx Black",Ergobaby,Metro 3 Travel,Strollers,travel stroller,AUTO_CATEGORIZED,f,t,MacroBaby,7407813361723,399,https://www.macrobaby.com/products/ergobaby-metro-3-all-in-one-compact-baby-stroller-lightweight-travel-stroller-onyx-black?_j=taylormadebabyco.com
cmqx4jljy005x3a8ucipalfq9,shopify_macrobaby,Ergobaby,"Ergobaby Metro+ Deluxe Compact Baby Stroller, London Grey",Ergobaby,Metro+ Deluxe Baby,Strollers,travel stroller,AUTO_CATEGORIZED,f,t,MacroBaby,7098652655675,400,https://www.macrobaby.com/products/ergobaby-compact-comfort-metro-deluxe-stroller-london-grey?_j=taylormadebabyco.com
cmqsnccw50166rfr6meaovgvm,impact_goodbuygear,Evenflo,"Evenflo GOLD Otto Self-Folding Lightweight Travel Stroller, 2022, Sapphire Blue",Evenflo,GOLD Otto Self-Folding Travel,Strollers,travel stroller,AUTO_CATEGORIZED,f,t,GoodBuyGear,,68.99,
cmqpi08ve069ldqwrrh9ee0gw,babylist_impact,Evenflo,Evenflo Hummingbird Carbon Fiber Lightweight Stroller in Crest Grey,Evenflo,Evenflo Hummingbird Carbon Fiber Lightweight Stroller in Crest Grey,Strollers,travel stroller,AUTO_CATEGORIZED,f,t,Babylist,67156,329.99,https://www.babylist.com/gp/evenflo-hummingbird-carbon-fiber-lightweight-stroller/67156/2243114
cmqsndpia01l6rfr6yn59g77p,impact_goodbuygear,Evenflo,"Evenflo Hummingbird Ultra-Lightweight Carbon Fiber Stroller, 2024, Crest Gray",Evenflo,Hummingbird Ultra- Carbon Fiber,Strollers,full-size stroller,AUTO_CATEGORIZED,f,t,GoodBuyGear,,153.99,
cmqsn93kt0060rfr67w932zrs,impact_goodbuygear,Evenflo,"Evenflo Omni Crew 3-in-1 Stroller Wagon, Oyster Grey",Evenflo,Omni Crew 3-in-1,Strollers,wagon,AUTO_CATEGORIZED,f,t,GoodBuyGear,,172.99,
cmqsnbqi000zcrfr6nqa4s08n,impact_goodbuygear,Evenflo,"Evenflo Omni Plus Stroller, 2026, Tasi Blue",Evenflo,Omni Plus,Strollers,full-size stroller,AUTO_CATEGORIZED,f,t,GoodBuyGear,,86.99,
cmqsnah5400lfrfr6pdl489jm,impact_goodbuygear,Evenflo,"Evenflo Omni Signature Stroller, 2024, Porto Black",Evenflo,Omni Signature,Strollers,full-size stroller,AUTO_CATEGORIZED,f,t,GoodBuyGear,,151.99,
cmqsn9iu100arrfr6i8n6enpv,impact_goodbuygear,Evenflo,"Evenflo Omni Ultra Stroller, Caviar Black, 2025",Evenflo,Omni Ultra,Strollers,full-size stroller,AUTO_CATEGORIZED,f,t,GoodBuyGear,,151.99,
cmr6shmm600ai4ubx6uqi0so8,impact_goodbuygear,Evenflo,"Evenflo Pivot Modular Stroller, 2026, Dusty Rose",Evenflo,Pivot Modular,Strollers,full-size stroller,AUTO_CATEGORIZED,f,t,GoodBuyGear,,189.99,
cmr6sgick00764ubxk5ve2e29,impact_goodbuygear,Evenflo,"Evenflo Pivot NXT Stroller, 2025, Latte Tan",Evenflo,Pivot NXT,Strollers,full-size stroller,AUTO_CATEGORIZED,f,t,GoodBuyGear,,89.99,
cmqsnagm300l9rfr64qyqdlzn,impact_goodbuygear,Evenflo,"Evenflo Pivot Xpand Modular Stroller, 2025, Sabino Gray",Evenflo,Pivot Xpand Modular,Strollers,single-to-double stroller,AUTO_CATEGORIZED,f,t,GoodBuyGear,,332.99,
cmqpi0c0n06acdqwru9dsmeyb,babylist_impact,Evenflo,"""Evenflo Pivot Xpand Modular Stroller in Sabino Gray Size 26.5"""" x 39.25"""" x 39""""""",Evenflo,"""Evenflo Pivot Xpand Modular Stroller in Sabino Gray Size 26.5"""" x 39.25"""" x 39""""""",Strollers,single-to-double stroller,REVIEWED,f,t,Babylist,25509,439.99,https://www.babylist.com/gp/evenflo-pivot-xpand-modular-stroller/25509/1465364
cmqpi0cj406aidqwrfhi8rhfv,babylist_impact,Evenflo,Evenflo Pivot Xpand NXT Stroller in Coal Black,Evenflo,Evenflo Pivot Xpand NXT Stroller in Coal Black,Strollers,single-to-double stroller,AUTO_CATEGORIZED,f,t,Babylist,81556,349.99,https://www.babylist.com/gp/evenflo-pivot-xpand-nxt-stroller/81556/3142526
cmr6sj71j00g34ubx5uijssof,impact_goodbuygear,Evenflo,"Evenflo Pivot Xplore All-Terrain Double Stroller Wagon, 2022, Wayfarer Black",Evenflo,Pivot Xplore Double,Strollers,wagon,AUTO_CATEGORIZED,f,t,GoodBuyGear,,254.99,
cmqpi0d1y06aodqwr3i0sww5c,babylist_impact,Evenflo,Evenflo Pivot Xplore All-Terrain Stroller Wagon in Adventurer,Evenflo,Evenflo Pivot Xplore All-Terrain Stroller Wagon in Adventurer,Strollers,wagon,AUTO_CATEGORIZED,f,t,Babylist,15595,399.99,https://www.babylist.com/gp/evenflo-pivot-xplore-all-terrain-stroller-wagon/15595/495146
cmqpi0dke06audqwrbt05t7gj,babylist_impact,Evenflo,"""Evenflo Pivot Xplore Dreamz All-Terrain Stroller Wagon with Bassinet Insert in Voyager Gray Size 27.5"""" x 21.5"""" x 39""""""",Evenflo,"""Evenflo Pivot Xplore Dreamz All-Terrain Stroller Wagon with Bassinet Insert in Voyager Gray Size 27.5"""" x 21.5"""" x 39""""""",Strollers,wagon,AUTO_CATEGORIZED,f,t,Babylist,46023,449.99,https://www.babylist.com/gp/evenflo-pivot-xplore-dreamz-all-terrain-stroller-wagon-with-bassinet-insert/46023/1818728
cmr6sc3go000c4ubxbg81uzxh,impact_goodbuygear,Evenflo,"Evenflo Reversi Lightweight Reversible Stroller, 2025, Leonis Green",Evenflo,Reversi,Strollers,compact stroller,AUTO_CATEGORIZED,f,t,GoodBuyGear,,63.99,
cmqpi0fvj06bldqwrvllt73fi,babylist_impact,Evenflo,Evenflo Shyft Intuiti+ Stroller in Dubhan Black,Evenflo,Evenflo Shyft Intuiti+ Stroller in Dubhan Black,Strollers,full-size stroller,AUTO_CATEGORIZED,f,t,Babylist,73004,459.99,https://www.babylist.com/gp/evenflo-shyft-intuiti-stroller/73004/2419705
cmqpi0gne06budqwrehvml2zx,babylist_impact,Evenflo,Evenflo Shyft Intuiti+ Stroller with Green & Gentle Fabric in Agate,Evenflo,Evenflo Shyft Intuiti+ Stroller with Green & Gentle Fabric in Agate,Strollers,full-size stroller,AUTO_CATEGORIZED,f,t,Babylist,75676,489.99,https://www.babylist.com/gp/evenflo-shyft-intuiti-stroller-with-green-gentle-fabric/75676/2615951
cmqsnckyd018orfr6lwzwakis,impact_goodbuygear,Evenflo,"Evenflo Shyft Rideshare All-Terrain Performance Stroller Wagon, 2023, Sterling Black",Evenflo,Shyft Rideshare Performance,Strollers,wagon,AUTO_CATEGORIZED,f,t,GoodBuyGear,,273.59,
cmqsnc0sg012frfr6ggg0hyu1,impact_goodbuygear,Graco,"Graco FastAction Fold Jogger Stroller with Quick Connect, 2022, Gotham",Graco,FastAction Fold Jogger,Strollers,jogging stroller,AUTO_CATEGORIZED,f,t,GoodBuyGear,,122.6,
cmqpi2clt06x3dqwr706nyj8v,babylist_impact,Graco,Graco FastAction Jogger LX Stroller in Redmond,Graco,Graco FastAction Jogger LX Stroller in Redmond,Strollers,jogging stroller,AUTO_CATEGORIZED,f,t,Babylist,17833,219.99,https://www.babylist.com/gp/graco-fastaction-jogger-lx-stroller/17833/1816452
cmqpi2exa06xudqwrftmrqili,babylist_impact,Graco,Graco Merge Stroller in Sable,Graco,Graco Merge Stroller in Sable,Strollers,compact stroller,AUTO_CATEGORIZED,f,t,Babylist,79453,319.99,https://www.babylist.com/gp/graco-merge-stroller/79453/2840203
cmqsncrhr01aorfr6nvkmf8hv,impact_goodbuygear,Graco,"Graco Modes Closer Stroller, 2022, Nash",Graco,Modes Closer,Strollers,full-size stroller,AUTO_CATEGORIZED,f,t,GoodBuyGear,,97.01,
cmr6sj5ko00fu4ubxsjisrhb8,impact_goodbuygear,Graco,"Graco Modes Element LX Stroller, 2024, Canter",Graco,Modes Element LX,Strollers,full-size stroller,AUTO_CATEGORIZED,f,t,GoodBuyGear,,104.99,
cmqpi2htn06yrdqwr8fuabrhj,babylist_impact,Graco,Graco Modes Nest2Grow Stroller in Maison,Graco,Graco Modes Nest2Grow Stroller in Maison,Strollers,full-size stroller,REVIEWED,f,t,Babylist,24872,479.99,https://www.babylist.com/gp/graco-modes-nest2grow-stroller/24872/1111863
cmqpi2gi506ycdqwr0w943px1,babylist_impact,Graco,Graco Modes Nest Stroller in Nico,Graco,Graco Modes Nest Stroller in Nico,Strollers,full-size stroller,REVIEWED,f,t,Babylist,17815,379.99,https://www.babylist.com/gp/graco-modes-nest-stroller/17815/1317036
cmqpi2jdy06z9dqwrdh3baoiu,babylist_impact,Graco,Graco Modes Pramette Stroller in Pierce,Graco,Graco Modes Pramette Stroller in Pierce,Strollers,full-size stroller,AUTO_CATEGORIZED,f,t,Babylist,17829,249.99,https://www.babylist.com/gp/graco-modes-pramette-stroller/17829/1317042
cmqpi2l7l06zudqwr2csjt3cb,babylist_impact,Graco,Graco Outpace LX Stroller in Cohen,Graco,Graco Outpace LX Stroller in Cohen,Strollers,jogging stroller,AUTO_CATEGORIZED,f,t,Babylist,45759,199.99,https://www.babylist.com/gp/graco-outpace-lx-stroller/45759/1789490
cmqsna5dz00hrrfr6zxvrk61s,impact_goodbuygear,Graco,"Graco Premier Modes Merge Stroller, 2025, Midtown",Graco,Premier Modes Merge,Strollers,full-size stroller,AUTO_CATEGORIZED,f,t,GoodBuyGear,,405.64,
cmqpi2qnj071ldqwrnkadh121,babylist_impact,Graco,"""Graco Ready2Grow 2.0 Double Stroller in Rafa Size 42.75"""" x 25.625"""" x 14.50""""""",Graco,"""Graco Ready2Grow 2.0 Double Stroller in Rafa Size 42.75"""" x 25.625"""" x 14.50""""""",Strollers,double stroller,AUTO_CATEGORIZED,f,t,Babylist,21208,299.99,https://www.babylist.com/gp/graco-ready2grow-2-0-double-stroller/21208/666765
cmqpi2qww071odqwrzwpvujch,babylist_impact,Graco,"""Graco Ready2Grow LX 2.0 Double Stroller in Clark Size 42.75"""" x 25.625"""" x 14.50""""""",Graco,"""Graco Ready2Grow LX 2.0 Double Stroller in Clark Size 42.75"""" x 25.625"""" x 14.50""""""",Strollers,double stroller,AUTO_CATEGORIZED,f,t,Babylist,21209,329.99,https://www.babylist.com/gp/graco-ready2grow-lx-2-0-double-stroller/21209/666766
cmqpi2rfi071udqwrhfacwwmx,babylist_impact,Graco,Graco Ready2Jet Compact Stroller,Graco,Graco Ready2Jet Compact Stroller,Strollers,travel stroller,AUTO_CATEGORIZED,f,t,Babylist,54551,189.99,https://www.babylist.com/gp/graco-ready2jet-compact-stroller/54551/2022705
cmqpi33z0075udqwrppnb3npb,babylist_impact,Guava Family,Guava Family Roam Jogging Stroller,Guava Family,Guava Family Roam Jogging Stroller,Strollers,jogging stroller,AUTO_CATEGORIZED,f,t,Babylist,22302,649.95,https://www.babylist.com/gp/guava-family-roam-jogging-stroller/22302/824315
cmr6shcqc009o4ubxnvvu93c5,impact_goodbuygear,HARPPA,"HARPPA Lightweight Baby Stroller, Black",HARPPA,Baby,Strollers,full-size stroller,AUTO_CATEGORIZED,f,t,GoodBuyGear,,119.99,
cmqsnd4yv01eurfr62d6eu8cz,impact_goodbuygear,Ingenuity,"Ingenuity 3D Mini Convenience Stroller, Dusty Rose Pink",Ingenuity,3D Mini Convenience,Strollers,full-size stroller,AUTO_CATEGORIZED,f,t,GoodBuyGear,,49.99,
cmqsnduvu01murfr6u0ylt4xb,impact_goodbuygear,Ingenuity,"Ingenuity 3Dquickclose CS+ Compact Fold Stroller, Grey",Ingenuity,3Dquickclose CS+ Fold,Strollers,full-size stroller,AUTO_CATEGORIZED,f,t,GoodBuyGear,,60.99,
cmqpi6tue08c6dqwrfoc38it0,babylist_impact,Ingenuity,Ingenuity 3DSuite Modular Stroller with Reversible Seat in Cashew,Ingenuity,Ingenuity 3DSuite Modular Stroller with Reversible Seat in Cashew,Strollers,full-size stroller,AUTO_CATEGORIZED,f,t,Babylist,81266,229.99,https://www.babylist.com/gp/ingenuity-3dsuite-modular-stroller-with-reversible-seat/81266/3004828
cmqsnbhfy00wirfr6q2hfbheu,impact_goodbuygear,Ingenuity,"Summer by Ingenuity 3Dlite ST Convenience Stroller, Black&Gray",Ingenuity,Summer by Ingenuity 3Dlite ST Convenience,Strollers,umbrella stroller,AUTO_CATEGORIZED,f,t,GoodBuyGear,,53.99,
cmqsnf9xf022lrfr6i8fvi7nu,impact_goodbuygear,Ingenuity,"Summer By Ingenuity 3D Mini Stroller, 2025, Grey/Black",Ingenuity,Summer By Ingenuity 3D Mini,Strollers,full-size stroller,AUTO_CATEGORIZED,f,t,GoodBuyGear,,34.99,
cmr6sisu000el4ubx3kegwtin,impact_goodbuygear,Ingenuity,"Summer by Ingenuity 3D Quick Close CS+ Stroller, Gray, 2024",Ingenuity,Summer by Ingenuity 3D Quick Close CS+,Strollers,full-size stroller,AUTO_CATEGORIZED,f,t,GoodBuyGear,,60.99,
cmqsn8va1003orfr6fj8eoeef,impact_goodbuygear,Ingenuity,"Summer Infant 3Dlite Convenience Stroller, 2023, Black",Ingenuity,Summer Infant 3Dlite Convenience,Strollers,umbrella stroller,AUTO_CATEGORIZED,f,t,GoodBuyGear,,65.87,
cmqsncgbm0179rfr6ac02iljc,impact_goodbuygear,Ingenuity,"Summer Infant 3D Mini Stroller, Grey/Black, 2025",Ingenuity,Summer Infant 3D Mini,Strollers,full-size stroller,AUTO_CATEGORIZED,f,t,GoodBuyGear,,46.99,
cmqsnhiax02qurfr61glenln3,impact_goodbuygear,Ingenuity,"Summer Infant Ingenuity 3Dlite Wagon Convenience Stroller, Black/Red",Ingenuity,Summer Infant Ingenuity 3Dlite Wagon Convenience,Strollers,wagon,AUTO_CATEGORIZED,f,t,GoodBuyGear,,64.97,
cmqsnc3600136rfr6ql795kk1,impact_goodbuygear,Inglesina,"Inglesina Electa Stroller, 2022, Chelsea Gray",Inglesina,Electa,Strollers,compact stroller,AUTO_CATEGORIZED,f,t,GoodBuyGear,,240.06,
cmqpi75z408g0dqwrh027en1n,babylist_impact,Inglesina,Inglesina Quid³ Stroller in Lunar Beige,Inglesina,Inglesina Quid³ Stroller in Lunar Beige,Strollers,travel stroller,AUTO_CATEGORIZED,f,t,Babylist,74915,399,https://www.babylist.com/gp/inglesina-quid-stroller/74915/2514365
cmqsnawbf00q6rfr6co0soyb4,impact_goodbuygear,Jeep,"Jeep Powerglyde Pro Jogger Stroller, Soft Grey",Jeep,Powerglyde Pro Jogger,Strollers,jogging stroller,AUTO_CATEGORIZED,f,t,GoodBuyGear,,339.99,
cmqsn9uh000ecrfr68iiloeif,impact_goodbuygear,Jeep,Jeep Powerglyde Stroller,Jeep,Powerglyde,Strollers,full-size stroller,AUTO_CATEGORIZED,f,t,GoodBuyGear,,71.99,
cmqsnav0500prrfr6l5s3nhrd,impact_goodbuygear,Jeep,Jeep Wrangler Wagon,Jeep,Wrangler Wagon,Strollers,wagon,AUTO_CATEGORIZED,f,t,GoodBuyGear,,271.99,
cmqpi8rti08ycdqwro74vav9c,babylist_impact,Joie,Joie Caraway Whirl Stroller in Blush,Joie,Joie Caraway Whirl Stroller in Blush,Strollers,travel stroller,AUTO_CATEGORIZED,f,t,Babylist,77688,299.99,https://www.babylist.com/gp/joie-caraway-whirl-stroller/77688/2719337
cmqpi8xkp0906dqwrd1wkaxf0,babylist_impact,Joie,Joie Chive Single to Double Stroller in Dove,Joie,Joie Chive Single to Double Stroller in Dove,Strollers,single-to-double stroller,AUTO_CATEGORIZED,f,t,Babylist,74114,499.99,https://www.babylist.com/gp/joie-chive-single-to-double-stroller/74114/2460587
cmqsncs4301aurfr6o21g0ng9,impact_goodbuygear,Joie,"Joie Ginger 4-In-1 Pramette Stroller, 2024, Shale",Joie,Ginger 4-In-1 Pramette,Strollers,full-size stroller,AUTO_CATEGORIZED,f,t,GoodBuyGear,,282.23,
cmqsnc48m013irfr6f9wgpz1g,impact_goodbuygear,Joie,"Joie Ginger DLX 4-in-1 All-Terrain Pramette Stroller, 2025, Blush",Joie,Ginger DLX 4-in-1 Pramette,Strollers,full-size stroller,AUTO_CATEGORIZED,f,t,GoodBuyGear,,309.21,
cmqpi92bx091fdqwrxkfm7rcn,babylist_impact,Joie,Joie Ginger DLX Stroller in Dove,Joie,Joie Ginger DLX Stroller in Dove,Strollers,full-size stroller,AUTO_CATEGORIZED,f,t,Babylist,77672,399.99,https://www.babylist.com/gp/joie-ginger-dlx-stroller/77672/2719300
cmqpi933z091odqwrtl6wvm9a,babylist_impact,Joie,Joie Ginger Stroller in Mocha,Joie,Joie Ginger Stroller in Mocha,Strollers,full-size stroller,AUTO_CATEGORIZED,f,t,Babylist,54925,329.99,https://www.babylist.com/gp/joie-ginger-stroller/54925/2058097
cmr6skir200ku4ubxr5bkl6mv,impact_goodbuygear,Joie,"Joie Kava 3-in-1 Stroller, Shale, 2025",Joie,Kava 3-in-1,Strollers,full-size stroller,AUTO_CATEGORIZED,f,t,GoodBuyGear,,297.55,
cmqpi95fy092fdqwrlios7e6p,babylist_impact,Joie,Joie Kava Stroller in Dove,Joie,Joie Kava Stroller in Dove,Strollers,full-size stroller,AUTO_CATEGORIZED,f,t,Babylist,68268,399.99,https://www.babylist.com/gp/joie-kava-stroller/68268/2254720
cmqpi98kf093fdqwrvryaemfx,babylist_impact,Joie,Joie Nutmeg Stroller in Shale,Joie,Joie Nutmeg Stroller in Shale,Strollers,travel stroller,AUTO_CATEGORIZED,f,t,Babylist,54924,239.99,https://www.babylist.com/gp/joie-nutmeg-stroller/54924/2038033
cmqpi9an10943dqwrwn4lzaex,babylist_impact,Joie,Joie Poppy Whirl in Shale,Joie,Poppy Whirl,Strollers,compact stroller,AUTO_CATEGORIZED,f,t,Babylist,77676,449.99,https://www.babylist.com/gp/joie-poppy-whirl/77676/2719308
cmqpi9bye094idqwr1c7mi4ly,babylist_impact,Joie,Joie Rosemary Double Stroller in Shale/Thunder,Joie,Joie Rosemary Double Stroller in Shale/Thunder,Strollers,double stroller,AUTO_CATEGORIZED,f,t,Babylist,68267,299.99,https://www.babylist.com/gp/joie-rosemary-double-stroller/68267/2868254
cmqpi8p7608xidqwramknagkv,babylist_impact,Joie,Joie Tansy Stroller in Shale,Joie,Joie Tansy Stroller in Shale,Strollers,umbrella stroller,AUTO_CATEGORIZED,f,t,Babylist,54927,99.99,https://www.babylist.com/gp/joie-baby-tansy-stroller/54927/2038040
cmqpi9suj099udqwr6lqfh8v4,babylist_impact,Joolz,Joolz Aer2 Stroller in Dark Navy,Joolz,Joolz Aer2 Stroller in Dark Navy,Strollers,travel stroller,AUTO_CATEGORIZED,f,t,Babylist,75214,579,https://www.babylist.com/gp/joolz-aer2-stroller/75214/2575186
cmqx4jkrd005o3a8uq0rnhjhr,shopify_macrobaby,Joolz,Joolz - Aer+ Lightweight Compact Stroller Sage Green,Joolz,Aer+,Strollers,travel stroller,REVIEWED,f,t,MacroBaby,7250555240507,499,https://www.macrobaby.com/products/joolz-aer-lightweight-compact-stroller-sage-green-2?_j=taylormadebabyco.com
cmr6sf9w5004l4ubxkfpqpjvu,impact_goodbuygear,Joolz,"Joolz Aer+ Stroller, 2024, Sandy Taupe",Joolz,Aer+,Strollers,travel stroller,AUTO_CATEGORIZED,f,t,GoodBuyGear,,299.99,
cmqsn95pg006orfr6djwq8qk6,impact_goodbuygear,Joolz,"Joolz Day 3 Stroller, 2019, Classic Blue",Joolz,Day 3,Strollers,full-size stroller,AUTO_CATEGORIZED,f,t,GoodBuyGear,,370.06,
cmqpi9uhc09acdqwre0vhb86b,babylist_impact,Joolz,"""Joolz Day+ Complete Stroller in Navy Blue Size 37"""" x 23.4"""" x 13.8""""""",Joolz,"""Joolz Day+ Complete Stroller in Navy Blue Size 37"""" x 23.4"""" x 13.8""""""",Strollers,full-size stroller,REVIEWED,f,t,Babylist,22381,1099,https://www.babylist.com/gp/joolz-day-complete-stroller/22381/842287
cmqx4jogq006u3a8uj6yv505p,shopify_macrobaby,Joolz,"Joolz Dot Ultra Lightweight Travel Stroller, Lagoon Blue",Joolz,Dot Ultra Travel,Strollers,travel stroller,REVIEWED,f,t,MacroBaby,7579423965243,399,https://www.macrobaby.com/products/joolz-dot-ultra-lightweight-travel-stroller-lagoon-blue?_j=taylormadebabyco.com
cmqsn9u7c00e9rfr6kdto4b74,impact_goodbuygear,Joolz,"Joolz Geo2 Stroller, 2017, Gorgeous Grey",Joolz,Geo2,Strollers,full-size stroller,AUTO_CATEGORIZED,f,t,GoodBuyGear,,426.87,
cmqpi9wcf09axdqwrewrthuv2,babylist_impact,Joolz,Joolz Hub² Stroller in Sandy Taupe,Joolz,Hub2,Strollers,compact stroller,REVIEWED,f,t,Babylist,71326,849,https://www.babylist.com/gp/joolz-hub-stroller-1741715957/71326/2374733
cmqsnd1gf01drrfr6wakiy2ls,impact_goodbuygear,Joolz,"Joolz Hub Stroller, 2018, Briliant Black",Joolz,"Joolz Hub Stroller, 2018, Briliant Black",Strollers,compact stroller,REVIEWED,f,t,GoodBuyGear,,230.13,
cmqsnf71f021orfr6uc9siulh,impact_goodbuygear,Joolz,"Joolz Hub Stroller, 2019, Classic Blue",Joolz,"Joolz Hub Stroller, 2019, Classic Blue",Strollers,compact stroller,REVIEWED,f,t,GoodBuyGear,,230.13,
cmqsn8p2e001rrfr6ex5hf52b,impact_goodbuygear,Joolz,"Joolz Hub Stroller, 2019, Gorgeous Grey",Joolz,"Joolz Hub Stroller, 2019, Gorgeous Grey",Strollers,compact stroller,REVIEWED,f,t,GoodBuyGear,,230.13,
cmqsnga3802dirfr6vvs71tjm,impact_goodbuygear,Joovy,"Joovy Qool Stroller, 2022, Jet",Joovy,Qool,Strollers,travel stroller,AUTO_CATEGORIZED,f,t,GoodBuyGear,,199.99,
cmqpijw6h0cf6dqwroctpdx67,babylist_impact,Larktale,"""Larktale Caravan Coupe Quad Stroller Wagon in Gray/Green Size 49.5"""" x 30"""" x 42.5""""""",Larktale,"""Larktale Caravan Coupe Quad Stroller Wagon in Gray/Green Size 49.5"""" x 30"""" x 42.5""""""",Strollers,wagon,AUTO_CATEGORIZED,f,t,Babylist,52214,749.99,https://www.babylist.com/gp/larktale-caravan-coupe-quad-stroller-wagon/52214/1965831
cmqpijwp20cfcdqwrzw40ups8,babylist_impact,Larktale,"""Larktale Caravan Coupe V2 Stroller Wagon in Gray/Blue Size 49.5"""" x 25"""" x 42.5""""""",Larktale,"""Larktale Caravan Coupe V2 Stroller Wagon in Gray/Blue Size 49.5"""" x 25"""" x 42.5""""""",Strollers,wagon,AUTO_CATEGORIZED,f,t,Babylist,52213,649.99,https://www.babylist.com/gp/larktale-caravan-coupe-v2-stroller-wagon/52213/1965827
cmqpijx7m0cfidqwrieagqys0,babylist_impact,Larktale,"""Larktale Caravan Quad Stroller Wagon in Byron Black Size 54.5"""" x 29.5"""" x 45""""""",Larktale,"""Larktale Caravan Quad Stroller Wagon in Byron Black Size 54.5"""" x 29.5"""" x 45""""""",Strollers,wagon,AUTO_CATEGORIZED,f,t,Babylist,52212,849.99,https://www.babylist.com/gp/larktale-caravan-quad-stroller-wagon/52212/1965825
cmr6sfpc100564ubx97jg1eao,impact_goodbuygear,Mama,"Mama & Baby Packa Travel Stroller, Gray, 2024",Mama,& Baby Packa Travel,Strollers,travel stroller,AUTO_CATEGORIZED,f,t,GoodBuyGear,,89.99,
cmqx4jkhy005l3a8ueiwlvnf7,shopify_macrobaby,Maxi-Cosi,"Maxi-Cosi - Fame Modular Stroller, Twillic Black",Maxi-Cosi,Fame Modular,Strollers,full-size stroller,AUTO_CATEGORIZED,f,t,MacroBaby,7481575637051,999.99,https://www.macrobaby.com/products/maxi-cosi-fame-modular-stroller-twillic-black?_j=taylormadebabyco.com
cmqpioype0e09dqwr98jsfijd,babylist_impact,Maxi-Cosi,Maxi-Cosi Oxford Cabin Travel Stroller in Sea Shadow,Maxi-Cosi,Maxi-Cosi Oxford Cabin Travel Stroller in Sea Shadow,Strollers,travel stroller,AUTO_CATEGORIZED,f,t,Babylist,79503,399.99,https://www.babylist.com/gp/maxi-cosi-oxford-cabin-travel-stroller/79503/2848465
cmqsnepxz01wfrfr6hu50xi2t,impact_goodbuygear,Maxi-Cosi,"Maxi-Cosi Tana 360° Rotating Modular Stroller, 2024, Onyx Heritage",Maxi-Cosi,Tana 360° Rotating Modular,Strollers,full-size stroller,AUTO_CATEGORIZED,f,t,GoodBuyGear,,556.69,
cmqpip3yi0e1xdqwrpiw35ct7,babylist_impact,Maxi-Cosi,"""Maxi-Cosi Tayla Max Modular Stroller in Desert Wonder Size 41"""" x 26.2"""" x 17.5""""""",Maxi-Cosi,"""Maxi-Cosi Tayla Max Modular Stroller in Desert Wonder Size 41"""" x 26.2"""" x 17.5""""""",Strollers,full-size stroller,REVIEWED,f,t,Babylist,44325,499.99,https://www.babylist.com/gp/maxi-cosi-tayla-max-modular-stroller/44325/1677207
cmqsncp0z019xrfr6yly4w7xi,impact_goodbuygear,Maxi-Cosi,"Maxi-Cosi Tayla Max Stroller, 2024, Desert Wonder",Maxi-Cosi,Tayla Max,Strollers,full-size stroller,AUTO_CATEGORIZED,f,t,GoodBuyGear,,277.06,
cmqsn97ak0076rfr6kr45ovoq,impact_goodbuygear,Maxi-Cosi,"Maxi-Cosi Tayla Stroller, 2020, Essential Black",Maxi-Cosi,Tayla,Strollers,full-size stroller,AUTO_CATEGORIZED,f,t,GoodBuyGear,,148,
cmqsnafkh00kxrfr6xflnomsi,impact_goodbuygear,Maxi-Cosi,"Maxi-Cosi Zelia2 Luxe Stroller Only, 2025, New Hope Tan",Maxi-Cosi,Zelia2 Luxe,Strollers,full-size stroller,AUTO_CATEGORIZED,f,t,GoodBuyGear,,157.99,
