id,provider,brand,title,tmbcCategory,productType,price,affiliateUrl,imageUrl,active_in_feed
cmqpj4xll0j10dqwr369d9s2m,babylist_impact,Thule,Thule Urban Glide 3 Double Bassinet Adapters in Black,Travel Systems & Adapters,stroller adapter,24.95,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=1883225&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fthule-urban-glide-3-double-bassinet-adapters%2F47015%2F1883225&intsrc=CATF_8981,https://images.ctfassets.net/50gzycvace50/d191e89441dc7896af0d52b1fbae41aa3254915a0635c24ebe6175550c1d26d7/3b60ec04a5f26706c945b3389252c05b/d191e89441dc7896af0d52b1fbae41aa3254915a0635c24ebe6175550c1d26d7.png?fl=progressive&fm=jpg&bg=rgb:fafafa&w=620&h=620,t
cmqx6lml4001f3ld4ia1tvlyh,shopify_macrobaby,Thule,Thule - Urban Glide 3 Double Car Seat Adapter For Maxi-Cosi Black,Travel Systems & Adapters,stroller adapter,64.95,https://www.macrobaby.com/products/thule-urban-glide-3-double-car-seat-adapter-for-maxi-cosi-black?_j=taylormadebabyco.com,https://cdn.shopify.com/s/files/1/0325/7932/1915/files/thule-urban-glide-3-double-car-seat-adapter-for-maxi-cosi-black_image_1.jpg?v=1775592875,t
cmqx6m1zs00203ld4v3yg5xqz,shopify_macrobaby,Thule,Thule - Urban Glide 3 Double Car Seat Adapter Universal Black,Travel Systems & Adapters,stroller adapter,74.95,https://www.macrobaby.com/products/thule-urban-glide-3-double-car-seat-adapter-universal-black?_j=taylormadebabyco.com,https://cdn.shopify.com/s/files/1/0325/7932/1915/files/thule-urban-glide-3-double-car-seat-adapter-universal-black_image_1.jpg?v=1773445042,t
cmqx6lzv9001r3ld4exk42ilm,shopify_macrobaby,Thule,Thule - Urban Glide 3 Single Car Seat Adapter For Maxi-Cosi Black,Travel Systems & Adapters,stroller adapter,69.95,https://www.macrobaby.com/products/thule-urban-glide-3-single-car-seat-adapter-for-maxi-cosi-black?_j=taylormadebabyco.com,https://cdn.shopify.com/s/files/1/0325/7932/1915/files/thule-urban-glide-3-single-car-seat-adapter-for-maxi-cosi-black_image_1.jpg?v=1767995216,t
cmqu9e17800266byelqano5me,awin_anbbaby,Thule,THULE Urban Glide/Glide Car Seat Adapter for Chicco,Travel Systems & Adapters,stroller adapter,59.95,https://www.awin1.com/cread.php?awinmid=75150&awinaffid=2588613&ued=https%3A%2F%2Fwww.anbbaby.com%2Fproducts%2Fthule-urban-glide-glide-car-seat-adapter-for-chicco%3Fvariant%3D32263061471318,https://cdn.shopify.com/s/files/1/0030/3949/4244/files/THULE-Urban-Glide-Glide-Car-Seat-Adapter_1.jpg?v=1747764369,t
cmqu9e0xi00236byeehjkyrch,awin_anbbaby,Thule,THULE Urban Glide / Glide Car Seat Adapter for Maxi Cosi,Travel Systems & Adapters,stroller adapter,59.95,https://www.awin1.com/cread.php?awinmid=75150&awinaffid=2588613&ued=https%3A%2F%2Fwww.anbbaby.com%2Fproducts%2Fthule-urban-glide-glide-car-seat-adapter-for-maxi-cosi%3Fvariant%3D32260534272086,https://cdn.shopify.com/s/files/1/0030/3949/4244/files/thule-urban-glide-glide-car-seat-adapter-for-maxi-cosithu20110740anb-babyanb-baby-382279.jpg?v=1739550576,t
cmqu9d51i00006bye3jbwh99g,awin_anbbaby,Thule,Thule Urban Glide/Glide Car Seat Adapter Universal,Travel Systems & Adapters,stroller adapter,69.95,https://www.awin1.com/cread.php?awinmid=75150&awinaffid=2588613&ued=https%3A%2F%2Fwww.anbbaby.com%2Fproducts%2Fthule-urban-glide-glide-car-seat-adapter-universal%3Fvariant%3D16410653360228,https://cdn.shopify.com/s/files/1/0030/3949/4244/files/Thule-Universal-Jogging-Stroller-Infant-Car-Seat-Adapter_1.jpg?v=1752790034,t
cmqx4jyro00a03a8utsqub4o1,shopify_macrobaby,UPPAbaby,"Uppababy - Adapters For Minu Duo (Mesa/Mesa V2, Mesa Max, Mesa I-Size, Aria)",Travel Systems & Adapters,stroller adapter,39.99,https://www.macrobaby.com/products/uppababy-adapters-for-minu-duo-mesa-mesa-v2-mesa-max-mesa-i-size-aria?_j=taylormadebabyco.com,https://cdn.shopify.com/s/files/1/0325/7932/1915/files/uppababy-adapters-for-minu-duo-mesa-mesa-v2-mesa-max-mesa-i-size-aria_image_1.jpg?v=1769357039,t
cmqpj8avj0k3ldqwr6yf99tpg,babylist_impact,UPPAbaby,UPPAbaby Adapters for Minu Duo (Mesa / Mesa V2 / Mesa Max / Mesa i-Size / Aria),Travel Systems & Adapters,car seat adapter,39.99,https://babylist.pxf.io/c/6560395/1056628/13580?u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fuppababy-adapters-for-minu-duo-mesa-mesa-v2-mesa-max-mesa-i-size-aria%2F69536%2F2306166&partnerpropertyid=7490466,https://images.ctfassets.net/50gzycvace50/1d2d35be7d1fcf48f2c6d266165e2f1730e8798709ee929d45cac02b343424bc/365c29bc2e52232f45f0ccff15d2e744/1d2d35be7d1fcf48f2c6d266165e2f1730e8798709ee929d45cac02b343424bc.png?fl=progressive&fm=jpg&bg=rgb:fafafa&w=1240&h=1240,t
cmqx4kh0400fo3a8ufkmi73hu,shopify_macrobaby,UPPAbaby,Uppababy - Adapters For Minu V3 - (Compatible with all Mesa and Aria car seats),Travel Systems & Adapters,stroller adapter,39.99,https://www.macrobaby.com/products/uppababy-adapters-for-minu-v3-compatible-with-all-mesa-and-aria-car-seats?_j=taylormadebabyco.com,https://cdn.shopify.com/s/files/1/0325/7932/1915/files/uppababy-adapters-for-minu-v3-compatible-with-all-mesa-and-aria-car-seats_image_1.jpg?v=1775673520,t
cmqpj8bg10k3rdqwrh2ebh5y5,babylist_impact,UPPAbaby,UPPAbaby Adapters for Ridge (Aria / Mesa / Bassinet),Travel Systems & Adapters,car seat adapter,39.99,https://babylist.pxf.io/c/6560395/1056628/13580?u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fuppababy-adapters-for-ridge-aria-mesa-bassinet%2F24448%2F1052652&partnerpropertyid=7490466,https://images.ctfassets.net/50gzycvace50/9fe2af10f1b9a0f80708bb5a101fc0300ce856343caf40d5f46d5ea486bd55d2/828f3a9513aa15eccca6e090328e4fa0/9fe2af10f1b9a0f80708bb5a101fc0300ce856343caf40d5f46d5ea486bd55d2.png?fl=progressive&fm=jpg&bg=rgb:fafafa&w=1240&h=1240,t
cmqpj8ign0k60dqwry1te9q4t,babylist_impact,UPPAbaby,UPPAbaby Car Seat Adapter for Chicco,Travel Systems & Adapters,infant car seat adapter,49.99,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=34950&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fuppababy-car-seat-adapter-for-chicco%2F3509%2F34950&intsrc=CATF_8981,https://images.ctfassets.net/50gzycvace50/9e1f8522e50c3d93ac44f7d1aca4b2121567bb7e80162c8fdf1c0d78f8d8f831/56ed2f6f146b5b4cfd10d70a5dde1280/9e1f8522e50c3d93ac44f7d1aca4b2121567bb7e80162c8fdf1c0d78f8d8f831.png?fl=progressive&fm=jpg&bg=rgb:fafafa&w=620&h=620,t
cmqx4krht00ix3a8ubhfb6sqh,shopify_macrobaby,UPPAbaby,"Uppababy - Car Seat Adapter for Ridge, Nuna/Cybex/Maxi-Cosi",Travel Systems & Adapters,stroller adapter,49.99,https://www.macrobaby.com/products/uppababy-car-seat-adapter-for-ridge-nuna-cybex-maxi-cosi?_j=taylormadebabyco.com,https://cdn.shopify.com/s/files/1/0325/7932/1915/files/uppababy-car-seat-adapter-for-ridge-nuna-cybex-maxi-cosi_image_1.jpg?v=1769357379,t
cmqx4kpn100ic3a8upzu8xm68,shopify_macrobaby,UPPAbaby,"Uppababy - Car Seat Adapters For Minu V3 (Maxi-Cosi®, Nuna®, Cybex, Besafe®)",Travel Systems & Adapters,stroller adapter,69.99,https://www.macrobaby.com/products/uppababy-car-seat-adapters-for-minu-v3-maxi-cosi-r-nuna-r-cybex-besafe-r?_j=taylormadebabyco.com,https://cdn.shopify.com/s/files/1/0325/7932/1915/files/uppababy-car-seat-adapters-for-minu-v3-maxi-cosi_-nuna_-cybex-besafe__image_1.jpg?v=1775681304,t
cmqpj8iqc0k63dqwrow2cth6v,babylist_impact,UPPAbaby,"UPPAbaby Car Seat Adapters for Minu V3 (Mesa/Mesa V2, Mesa Max, Mesa i-Size, Aria)",Travel Systems & Adapters,stroller adapter,39.99,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=2351355&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fuppababy-car-seat-adapters-for-minu-v3-mesa-mesa-v2-mesa-max-mesa-i-size-aria%2F70619%2F2351355&intsrc=CATF_8981,https://images.ctfassets.net/50gzycvace50/68a08114289f3a24eb8b68748e8ed00e79446e57ced5a7619b14ae99cb524650/b59f49f1848dcab6313dee2723fac13a/68a08114289f3a24eb8b68748e8ed00e79446e57ced5a7619b14ae99cb524650.png?fl=progressive&fm=jpg&bg=rgb:fafafa&w=620&h=620,t
cmqx4kl1f00gx3a8uy5mdw9z7,shopify_macrobaby,UPPAbaby,"Uppababy Car Seat Adapters For Vista, Vista V2, Cruz And Cruz V2",Travel Systems & Adapters,stroller adapter,49.99,https://www.macrobaby.com/products/uppababy-car-seat-adapters-for-vista-vista-v2-cruz-and-cruz-v2?_j=taylormadebabyco.com,https://cdn.shopify.com/s/files/1/0325/7932/1915/files/uppababy-car-seat-adapters-for-vista-vista-v2-cruz-and-cruz-v2_image_1.jpg?v=1770742680,t
cmqx4ktxk00jo3a8uc7wxdbem,shopify_macrobaby,UPPAbaby,Uppababy - Lower Adapters For Vista And Vista V2,Travel Systems & Adapters,stroller adapter,39.99,https://www.macrobaby.com/products/uppababy-lower-adapters-for-vista-and-vista-v2?_j=taylormadebabyco.com,https://cdn.shopify.com/s/files/1/0325/7932/1915/files/uppababy-lower-adapters-for-vista-and-vista-v2_image_1.jpg?v=1770742750,t
cmqpib3nr09oidqwrclt41suu,babylist_impact,UPPAbaby,"UPPAbaby Lower Car Seat Adapters for VISTA and VISTA V2, Vista V3 (Maxi-Cosi, Nuna, Cybex, and BeSafe)",Travel Systems & Adapters,stroller adapter,49.99,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=41628&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fuppababy-lower-car-seat-adapters-for-vista-and-vista-v2-vista-v3-maxi-cosi-nuna-cybex-and-besafe%2F24445%2F41628&intsrc=CATF_8981,https://images.ctfassets.net/50gzycvace50/dc22a7c2b64349c51a41b0ffd6732b8ade7295cf3fe21edc793a3150424f235e/395f7b85cf9d604504f839acd6530ea1/dc22a7c2b64349c51a41b0ffd6732b8ade7295cf3fe21edc793a3150424f235e.png?fl=progressive&fm=jpg&bg=rgb:fafafa&w=620&h=620,t
cmqpib6v109pidqwrxbstwxnf,babylist_impact,UPPAbaby,"UPPAbaby MINU Car Seat Adapters (Maxi-Cosi, Nuna, Cybex & BeSafe)",Travel Systems & Adapters,stroller adapter,54.99,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=39672&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fuppababy-minu-car-seat-adapters-maxi-cosi-nuna-cybex-besafe%2F24447%2F39672&intsrc=CATF_8981,https://images.ctfassets.net/50gzycvace50/bd3bd411f7aaaffede5919dd69a3e4caade70df2beda1f0b8684754224ca1646/bc872172496e4ccdffa5a860326b7b77/bd3bd411f7aaaffede5919dd69a3e4caade70df2beda1f0b8684754224ca1646.png?fl=progressive&fm=jpg&bg=rgb:fafafa&w=620&h=620,t
cmqx4jz0p00a33a8uoesvc4c9,shopify_macrobaby,UPPAbaby,Uppababy - Minu Infant Car Seat Adapter For Maxi-Cosi/Nuna/Cybex,Travel Systems & Adapters,stroller adapter,54.99,https://www.macrobaby.com/products/uppababy-minu-infant-car-seat-adapter-for-maxi-cosi-nuna-cybex?_j=taylormadebabyco.com,https://cdn.shopify.com/s/files/1/0325/7932/1915/files/uppababy-minu-infant-car-seat-adapter-for-maxi-cosi-nuna-cybex_image_1.jpg?v=1775158845,t
cmqpib7wi09pudqwrdkx00u19,babylist_impact,UPPAbaby,UPPAbaby Minu V3 Car Seat Adapters (Maxi-Cosi / Nuna / Clek),Travel Systems & Adapters,car seat adapter,69.99,https://babylist.pxf.io/c/6560395/1056628/13580?u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fuppababy-minu-v3-car-seat-adapters-for-maxi-cosi-nuna-and-clek%2F70618%2F2351354&partnerpropertyid=7490466,https://images.ctfassets.net/50gzycvace50/63978ba77e5149526988bcb8c21d72cbdaacb305277244a27cdee3ae97be2f40/3884b8cba550514c671748c1be9b8c7a/63978ba77e5149526988bcb8c21d72cbdaacb305277244a27cdee3ae97be2f40.png?fl=progressive&fm=jpg&bg=rgb:fafafa&w=1240&h=1240,t
cmqpib9q209qfdqwrhc5mg7j9,babylist_impact,UPPAbaby,"UPPAbaby Minu V3 Stroller, Mesa V3 & Car Seat Adapters",Travel Systems & Adapters,stroller adapter,889.97,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=3138564&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fuppababy-minu-v3-stroller-mesa-v3-car-seat-adapters%2F81552%2F3138564&intsrc=CATF_8981,https://images.ctfassets.net/50gzycvace50/5e05ca8f55a1e4ba722867daca931b123494a7a04230deb15ddf1d815fb8e8a6/b9ea666f3aa1df6e989d6701c0137130/5e05ca8f55a1e4ba722867daca931b123494a7a04230deb15ddf1d815fb8e8a6.png?fl=progressive&fm=jpg&bg=rgb:fafafa&w=620&h=620,t
cmqpib9zq09qidqwrfem9rhie,babylist_impact,UPPAbaby,"UPPAbaby Minu V3 Stroller, Mesa V3 & Car Seat Adapters in Evelyn",Travel Systems & Adapters,stroller adapter,889.97,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=3138568&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fuppababy-minu-v3-stroller-mesa-v3-car-seat-adapters%2F81552%2F3138568&intsrc=CATF_8981,https://images.ctfassets.net/50gzycvace50/d2058366eba51c408a9a09a695e6b4bdab40484184a2328f4c082196a88a5f04/1bec2be254a08fec6b58294137ec5270/d2058366eba51c408a9a09a695e6b4bdab40484184a2328f4c082196a88a5f04.png?fl=progressive&fm=jpg&bg=rgb:fafafa&w=620&h=620,t
cmqpiba9109qldqwrc3uc1d3z,babylist_impact,UPPAbaby,"UPPAbaby Minu V3 Stroller, Mesa V3 & Car Seat Adapters in Greyson",Travel Systems & Adapters,stroller adapter,889.97,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=3138574&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fuppababy-minu-v3-stroller-mesa-v3-car-seat-adapters%2F81552%2F3138574&intsrc=CATF_8981,https://images.ctfassets.net/50gzycvace50/1e2e67f5cf14ade1d0f9cb9aed340619d0448076e081458dedfa50a321672fed/e3b388ea11a1cc3e9328439ca781fa0e/1e2e67f5cf14ade1d0f9cb9aed340619d0448076e081458dedfa50a321672fed.png?fl=progressive&fm=jpg&bg=rgb:fafafa&w=620&h=620,t
cmqpibai909qodqwrcy9ej58b,babylist_impact,UPPAbaby,"UPPAbaby Minu V3 Stroller, Mesa V3 & Car Seat Adapters in Savannah",Travel Systems & Adapters,stroller adapter,889.97,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=3138577&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fuppababy-minu-v3-stroller-mesa-v3-car-seat-adapters%2F81552%2F3138577&intsrc=CATF_8981,https://images.ctfassets.net/50gzycvace50/5ec46d1991dff219fa75dfb351a1a772bf56ff50d3f14396a6b3756069a0120f/8f8890a32becc7ccd81d8710dbc369ea/5ec46d1991dff219fa75dfb351a1a772bf56ff50d3f14396a6b3756069a0120f.png?fl=progressive&fm=jpg&bg=rgb:fafafa&w=620&h=620,t
cmqpibom309v6dqwrr9od15vq,babylist_impact,UPPAbaby,UPPAbaby Upper Adapters,Travel Systems & Adapters,stroller adapter,39.99,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=44789&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fuppababy-upper-adapters%2F24442%2F44789&intsrc=CATF_8981,https://images.ctfassets.net/50gzycvace50/f7a1a4cd1d5484a6de57bf5ebe904b77861caf254cd6ef681bb5f2f1a9b0aaf1/ba7b1348f62b947dba9ac53d5fa602ab/f7a1a4cd1d5484a6de57bf5ebe904b77861caf254cd6ef681bb5f2f1a9b0aaf1.png?fl=progressive&fm=jpg&bg=rgb:fafafa&w=620&h=620,t
cmqpibovu09v9dqwr0fswss6m,babylist_impact,UPPAbaby,UPPAbaby Upper Adapters for Cruz V2,Travel Systems & Adapters,stroller adapter,34.99,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=2074020&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fuppababy-upper-adapters-for-cruz-v2%2F55566%2F2074020&intsrc=CATF_8981,https://images.ctfassets.net/50gzycvace50/40c03afe11a4f0084a66daa20f57db2fac2bbcfa311fc2467f62ab15a29036c9/60709a19ff42609a102c3220b9454f19/40c03afe11a4f0084a66daa20f57db2fac2bbcfa311fc2467f62ab15a29036c9.png?fl=progressive&fm=jpg&bg=rgb:fafafa&w=620&h=620,t
cmqpibp5009vcdqwrx6ox7laa,babylist_impact,UPPAbaby,UPPAbaby Vista & Cruz Car Seat Adapters (Maxi-Cosi / Nuna / Cybex) - Vista V2 / Vista V3 / Cruz V2 / Cruz V3,Travel Systems & Adapters,car seat adapter,49.99,https://babylist.pxf.io/c/6560395/1056628/13580?u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fuppababy-vista-cruz-car-seat-adapters-for-maxi-cosi-nuna-and-cybex%2F24444%2F1052650&partnerpropertyid=7490466,https://images.ctfassets.net/50gzycvace50/d2d356b18074f74fce6c89be53cce738e53ad2570b32cf785f8a80cfec6402ae/b0d203e9b72a463aa08f65343fd3b6f5/d2d356b18074f74fce6c89be53cce738e53ad2570b32cf785f8a80cfec6402ae.png?fl=progressive&fm=jpg&bg=rgb:fafafa&w=1240&h=1240,t
cmqpibped09vfdqwr8h387jzw,babylist_impact,UPPAbaby,UPPAbaby Vista Lower Adapters,Travel Systems & Adapters,stroller adapter,39.99,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=1878758&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fuppababy-vista-lower-adapters%2F24443%2F1878758&intsrc=CATF_8981,https://images.ctfassets.net/50gzycvace50/5652a1e1fb14800a6abdb45a26326db8f079d53f04cc3da7de947120639fa3d9/ca97518fba8abc3f31688f79ddd9781c/5652a1e1fb14800a6abdb45a26326db8f079d53f04cc3da7de947120639fa3d9.png?fl=progressive&fm=jpg&bg=rgb:fafafa&w=620&h=620,t
cmqx4ksld00j93a8upep0s8wy,shopify_macrobaby,UPPAbaby,"UPPABaby Vista Lower Infant Car Seat Adapter For Nuna, Cybex, And Maxi-Cosi",Travel Systems & Adapters,stroller adapter,49.99,https://www.macrobaby.com/products/uppababy-vista-lower-infant-car-seat-adapter-for-nuna-cybex-and-maxi-cosi?_j=taylormadebabyco.com,https://cdn.shopify.com/s/files/1/0325/7932/1915/files/uppababy-vista-lower-infant-car-seat-adapter-for-nuna-cybex-and-maxi-cosi_image_1.jpg?v=1770742722,t
cmqx4ko7u00hx3a8unc2ejwrn,shopify_macrobaby,UPPAbaby,Uppababy - Vista Upper Adapter,Travel Systems & Adapters,stroller adapter,39.99,https://www.macrobaby.com/products/uppababy-vista-upper-adapter?_j=taylormadebabyco.com,https://cdn.shopify.com/s/files/1/0325/7932/1915/files/uppababy-vista-upper-adapter_image_1.jpg?v=1774560767,t
cmqpibw0d09xidqwrl5z9rw34,babylist_impact,UPPAbaby,"""UPPAbaby Vista V3 Stroller, RumbleSeat V3 & Upper Adapters in Callum Size 16.3"""" x 25.7"""" x 33.8""""""",Travel Systems & Adapters,stroller adapter,1339.97,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=3133850&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fuppababy-vista-v3-stroller-rumbleseat-v3-upper-adapters%2F81549%2F3133850&intsrc=CATF_8981,https://images.ctfassets.net/50gzycvace50/072d14af5a8ab0f32a70212f8f667cb8b64da72b5ce7fb488c47d7372c12a948/3ae9db38dd7b4aef8f26b23dc2c7f2cc/072d14af5a8ab0f32a70212f8f667cb8b64da72b5ce7fb488c47d7372c12a948.png?fl=progressive&fm=jpg&bg=rgb:fafafa&w=620&h=620,t
cmqpibwj909xodqwr7toj24a4,babylist_impact,UPPAbaby,"""UPPAbaby Vista V3 Stroller, RumbleSeat V3 & Upper Adapters in Greyson Size 16.3"""" x 25.7"""" x 33.8""""""",Travel Systems & Adapters,stroller adapter,1339.97,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=3133854&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fuppababy-vista-v3-stroller-rumbleseat-v3-upper-adapters%2F81549%2F3133854&intsrc=CATF_8981,https://images.ctfassets.net/50gzycvace50/a9854df2cdb92c7dcab88b8ec775e5acb00dd424fd8b64b76efacf6b776a7da9/a8ae5aa12e36234f7b23b152e3e7183e/a9854df2cdb92c7dcab88b8ec775e5acb00dd424fd8b64b76efacf6b776a7da9.png?fl=progressive&fm=jpg&bg=rgb:fafafa&w=620&h=620,t
cmqpibw9s09xldqwreukn24bn,babylist_impact,UPPAbaby,"""UPPAbaby Vista V3 Stroller, RumbleSeat V3 & Upper Adapters in Kenzi Size 16.3"""" x 25.7"""" x 33.8""""""",Travel Systems & Adapters,stroller adapter,1239.97,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=3133860&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fuppababy-vista-v3-stroller-rumbleseat-v3-upper-adapters%2F81549%2F3133860&intsrc=CATF_8981,https://images.ctfassets.net/50gzycvace50/f9569d77f9e8355c4d5e85026ee91f016072dcafa94a02f3912c4ab68445ce9d/e8ff35cc272d928814784f58a16fa922/f9569d77f9e8355c4d5e85026ee91f016072dcafa94a02f3912c4ab68445ce9d.png?fl=progressive&fm=jpg&bg=rgb:fafafa&w=620&h=620,t
cmqpibwsl09xrdqwr8el06yrh,babylist_impact,UPPAbaby,"""UPPAbaby Vista V3 Stroller, RumbleSeat V3 & Upper Adapters in Owen Size 16.3"""" x 25.7"""" x 33.8""""""",Travel Systems & Adapters,stroller adapter,1339.97,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=3133863&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fuppababy-vista-v3-stroller-rumbleseat-v3-upper-adapters%2F81549%2F3133863&intsrc=CATF_8981,https://images.ctfassets.net/50gzycvace50/fc515669102c22410bb0587886c17036832f09ca79e93e9bbbb2527eecec0209/47ceb02f9fc48f3703957b553d534ae8/fc515669102c22410bb0587886c17036832f09ca79e93e9bbbb2527eecec0209.png?fl=progressive&fm=jpg&bg=rgb:fafafa&w=620&h=620,t
cmqpibvhh09xcdqwr4vnn98nm,babylist_impact,UPPAbaby,"""UPPAbaby Vista V3 Stroller, RumbleSeat V3 & Upper Adapters Size 16.3"""" x 25.7"""" x 33.8""""""",Travel Systems & Adapters,stroller adapter,1339.97,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=3133845&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fuppababy-vista-v3-stroller-rumbleseat-v3-upper-adapters%2F81549%2F3133845&intsrc=CATF_8981,https://images.ctfassets.net/50gzycvace50/3ff5dea8d55bb2146ca3657bba2a1c9a26172183399f6e2f434905b4297ea028/3dbf847a243d8b5d211a48237514b77b/3ff5dea8d55bb2146ca3657bba2a1c9a26172183399f6e2f434905b4297ea028.png?fl=progressive&fm=jpg&bg=rgb:fafafa&w=620&h=620,t
cmqu9eg8r003c6bye0ytqqnfy,awin_anbbaby,Veer,Veer Cruiser Infant Car Seat Adapter - Britax,Travel Systems & Adapters,stroller adapter,79,https://www.awin1.com/cread.php?awinmid=75150&awinaffid=2588613&ued=https%3A%2F%2Fwww.anbbaby.com%2Fproducts%2Fveer-cruiser-infant-car-seat-adapter%3Fvariant%3D39314573164630,https://cdn.shopify.com/s/files/1/0030/3949/4244/files/veer-cruiser-infant-car-seat-adapterveeaics001blkanb-babyanb-baby-134014.jpg?v=1739547148,t
cmqu9eguj003i6byeauxz967r,awin_anbbaby,Veer,Veer Cruiser Infant Car Seat Adapter - Chicco,Travel Systems & Adapters,stroller adapter,79,https://www.awin1.com/cread.php?awinmid=75150&awinaffid=2588613&ued=https%3A%2F%2Fwww.anbbaby.com%2Fproducts%2Fveer-cruiser-infant-car-seat-adapter%3Fvariant%3D39314573230166,https://cdn.shopify.com/s/files/1/0030/3949/4244/files/veer-cruiser-infant-car-seat-adapterveeaics002blkanb-babyanb-baby-301803.jpg?v=1739547147,t
cmqx4ktny00jl3a8unzb7i2da,shopify_macrobaby,Veer,Veer - Cruiser Infant Car Seat Adapter (Cybex/Maxi-Cosi/Nuna),Travel Systems & Adapters,stroller adapter,79.99,https://www.macrobaby.com/products/veer-cruiser-infant-car-seat-adapter-for-cybex-maxi-cosi-doona?_j=taylormadebabyco.com,https://cdn.shopify.com/s/files/1/0325/7932/1915/files/veer-cruiser-infant-car-seat-adapter-for-cybex-maxi-cosi-doona_image_1.jpg?v=1769360148,t
cmqu9egkq003f6byecilkvvl5,awin_anbbaby,Veer,Veer Cruiser Infant Car Seat Adapter - Cybex / Maxi-Cosi / Nuna,Travel Systems & Adapters,stroller adapter,79,https://www.awin1.com/cread.php?awinmid=75150&awinaffid=2588613&ued=https%3A%2F%2Fwww.anbbaby.com%2Fproducts%2Fveer-cruiser-infant-car-seat-adapter%3Fvariant%3D39314573197398,https://cdn.shopify.com/s/files/1/0030/3949/4244/files/veer-cruiser-infant-car-seat-adapterveeaics003blkanb-babyanb-baby-876145.jpg?v=1739547151,t
cmqu9efwt00396byen4kyujy2,awin_anbbaby,Veer,Veer Cruiser Infant Car Seat Adapter - Graco,Travel Systems & Adapters,stroller adapter,79,https://www.awin1.com/cread.php?awinmid=75150&awinaffid=2588613&ued=https%3A%2F%2Fwww.anbbaby.com%2Fproducts%2Fveer-cruiser-infant-car-seat-adapter%3Fvariant%3D39314573131862,https://cdn.shopify.com/s/files/1/0030/3949/4244/files/veer-cruiser-infant-car-seat-adapterveeaics004blkanb-babyanb-baby-552180.jpg?v=1739547152,t
cmqu9ehg8003o6byef9kr4rs7,awin_anbbaby,Veer,Veer Cruiser Infant Car Seat Adapter - Peg Perego,Travel Systems & Adapters,stroller adapter,79,https://www.awin1.com/cread.php?awinmid=75150&awinaffid=2588613&ued=https%3A%2F%2Fwww.anbbaby.com%2Fproducts%2Fveer-cruiser-infant-car-seat-adapter%3Fvariant%3D39314573295702,https://cdn.shopify.com/s/files/1/0030/3949/4244/files/veer-cruiser-infant-car-seat-adapterveeaics006blkanb-babyanb-baby-303824.jpg?v=1739547154,t
cmqu9eh42003l6byeo88dck9e,awin_anbbaby,Veer,Veer Cruiser Infant Car Seat Adapter - Uppababy,Travel Systems & Adapters,stroller adapter,79,https://www.awin1.com/cread.php?awinmid=75150&awinaffid=2588613&ued=https%3A%2F%2Fwww.anbbaby.com%2Fproducts%2Fveer-cruiser-infant-car-seat-adapter%3Fvariant%3D39314573262934,https://cdn.shopify.com/s/files/1/0030/3949/4244/files/veer-cruiser-infant-car-seat-adapterveeaics005blkanb-babyanb-baby-464059.jpg?v=1739547156,t
